Institute,Branch,Rank Category,Category,Gender,Opening Rank,Closing Rank
IIT  Jodhpur,Bio Engineering,AI,OBC-NCL,Gender-Neutral,4754,5752
IIT  BHU,"Bioengineering with M.Tech in Biomedical Technology (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OBC-NCL,Gender-Neutral,4763,5361
IIT  BHU,"Bioengineering with M.Tech in Biomedical Technology (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,SC,Female-only ,4763,4763
IIT  Dharwad,"Interdisciplinary Sciences (5 Years, Bachelor of Science and Master of Science (Dual Degree))",AI,SC,Female-only ,4768,4859
IIT  Mandi,Electrical Engineering,AI,OPEN,Gender-Neutral,4772,6909
IIT  Dharwad,Computer Science and Engineering,AI,OBC-NCL,Female-only ,4785,5409
IIT  (ISM) Dhanbad,"Applied Geophysics (5 Years, Integrated Master of Technology)",AI,SC,Female-only ,4789,4789
IIT  BHU,Pharmaceutical Engineering & Technology,AI,SC,Female-only ,4816,4827
IIT  Palakkad,Data Science and Engineering,AI,OBC-NCL,Female-only ,4822,5639
IIT  Tirupati,Electrical Engineering,AI,OBC-NCL,Female-only ,4823,6912
IIT  Kanpur,Materials Science and Engineering,AI,OPEN,Gender-Neutral,4831,6008
IIT  Bhubaneswar,Computer Science and Engineering,AI,OPEN,Female-only ,4833,7557
IIT  Patna,Electronics and Communication Engineering,AI,OBC-NCL,Female-only ,4835,5603
IIT  Palakkad,Computer Science and Engineering,AI,OPEN,Gender-Neutral,4837,6199
IIT  BHU,"Materials Science and Technology (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OBC-NCL,Gender-Neutral,4849,5324
IIT  Jammu,Materials Engineering,AI,SC,Female-only ,4851,4851
IIT  Jodhpur,"Chemistry with Specialization (4 Years, Bachelor of Science)",AI,SC,Female-only ,4853,4853
IIT  Gandhinagar,Mechanical Engineering,AI,OPEN,Gender-Neutral,4859,6344
IIT  BHU,"Ceramic Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,SC,Female-only ,4860,4860
IIT  (ISM) Dhanbad,Electrical Engineering,AI,OPEN,Gender-Neutral,4868,7567
IIT  Patna,"B.Tech (Engineering Physics) - MBA (IIM Bodh Gaya) (5 Years, Bachelor of Technology and MBA (Dual Degree))",AI,OBC-NCL,Gender-Neutral,4878,4878
IIT  BHU,"Mining Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,SC,Female-only ,4884,4884
IIT  Kharagpur,Civil Engineering,AI,OPEN,Gender-Neutral,4902,6992
IIT  Indore,Mathematics and Computing,AI,OPEN,Female-only ,4905,5064
IIT  Goa,Mathematics and Computing,AI,OPEN,Gender-Neutral,4928,6685
IIT  Patna,"B. Tech. (Mathematics & Computing) M. Tech. in (Mathematics & Computing) (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",AI,OBC-NCL,Female-only ,4930,4930
IIT  Indore,Mechanical Engineering,AI,OPEN,Gender-Neutral,4946,6812
IIT  Jodhpur,Materials Engineering,AI,OBC-NCL,Gender-Neutral,4948,5688
IIT  BHU,"Mathematics and Computing (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OPEN,Female-only ,4954,6186
IIT  Guwahati,Energy Engineering,AI,OPEN,Gender-Neutral,4960,5920
IIT  Guwahati,Engineering Physics,AI,OBC-NCL,Female-only ,4962,7221
IIT  Patna,"B.Tech (Civil Engineering) - MBA (IIM Bodh Gaya) (5 Years, Bachelor of Technology and MBA (Dual Degree))",AI,OBC-NCL,Gender-Neutral,4971,4971
IIT  Kharagpur,"Architecture (5 Years, Bachelor of Architecture)",AI,EWS,Female-only ,4976,4976
IIT  Dharwad,Computer Science and Engineering,AI,OPEN,Female-only ,4989,11138
IIT  Patna,"B.Tech (Mathematics and Computing) - MBA in Digital Business Management (IIM Bodh Gaya) (5 Years, Bachelor of Technology and MBA (Dual Degree))",AI,OPEN,Gender-Neutral,4990,5445
IIT  BHU,"Architecture (5 Years, Bachelor of Architecture)",AI,SC,Female-only ,4991,4991
IIT  BHU,"Ceramic Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OBC-NCL,Gender-Neutral,4991,5501
IIT  Tirupati,Chemical Engineering,AI,OBC-NCL,Gender-Neutral,4996,5277
IIT  BHU,"Mining Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OBC-NCL,Gender-Neutral,5004,5454
IIT  Roorkee,Chemical Engineering,AI,OBC-NCL,Female-only ,5014,5629
IIT  Patna,Chemical Science and Technology,AI,OBC-NCL,Gender-Neutral,5025,5437
IIT  Dharwad,Engineering Physics,AI,OBC-NCL,Gender-Neutral,5100,5258
IIT  Kharagpur,"Economics (4 Years, Bachelor of Science)",AI,OBC-NCL,Female-only ,5105,7383
IIT  Hyderabad,Materials Science and Metallurgical Engineering,AI,OPEN,Gender-Neutral,5105,8197
IIT  Patna,"B. Tech. (Mathematics & Computing) M. Tech. in (Mathematics & Computing) (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",AI,OPEN,Gender-Neutral,5147,5683
IIT  Mandi,B.Tech in Materials Science and Engineering,AI,OBC-NCL,Gender-Neutral,5151,5543
IIT  Indore,Electrical Engineering,AI,OPEN,Female-only ,5167,8297
IIT  Gandhinagar,"Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OPEN,Female-only ,5172,5172
IIT  Mandi,Bio Engineering,AI,OBC-NCL,Gender-Neutral,5184,5698
IIT  Guwahati,Electronics and Electrical Engineering,AI,OPEN,Female-only ,5193,6141
IIT  Dharwad,Chemical and Biochemical Engineering,AI,OBC-NCL,Gender-Neutral,5243,5830
IIT  Kanpur,Biological Sciences and Bioengineering,AI,OPEN,Gender-Neutral,5259,6952
IIT  Jammu,Chemical Engineering,AI,OBC-NCL,Gender-Neutral,5259,5802
IIT  Dharwad,Civil and Infrastructure Engineering,AI,OBC-NCL,Gender-Neutral,5268,5549
IIT  Delhi,Production and Industrial Engineering,AI,OBC-NCL,Female-only ,5326,6191
IIT  Madras,Biological Engineering,AI,OPEN,Female-only ,5326,9871
IIT  Goa,Mathematics and Computing,AI,OBC-NCL,Female-only ,5327,5977
IIT  Kanpur,Civil Engineering,AI,OBC-NCL,Female-only ,5332,6704
IIT  BHU,"Biochemical Engineering with M.Tech. in Biochemical Engineering and Biotechnology (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OBC-NCL,Gender-Neutral,5377,5680
IIT  Patna,"B. Tech in CE. - M. Tech. in Geotechnical Engineering (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",AI,OBC-NCL,Gender-Neutral,5378,5517
IIT  Roorkee,"Architecture (5 Years, Bachelor of Architecture)",AI,OBC-NCL,Gender-Neutral,5379,6973
IIT  Bhubaneswar,Electrical Engineering,AI,OPEN,Gender-Neutral,5381,7661
IIT  Jammu,Civil Engineering,AI,OBC-NCL,Gender-Neutral,5386,5807
IIT  Jammu,Computer Science and Engineering,AI,OBC-NCL,Female-only ,5389,6685
IIT  Patna,"B.Tech (Chemical Science and Technology) - MBA in Hospital and Health Care Management (IIM Bodh Gaya) (5 Years, Bachelor of Technology and MBA (Dual Degree))",AI,OBC-NCL,Gender-Neutral,5396,5396
IIT  Guwahati,Chemical Science and Technology,AI,OPEN,Gender-Neutral,5443,6834
IIT  Patna,Metallurgical and Materials Engineering,AI,OBC-NCL,Gender-Neutral,5451,5706
IIT  Kharagpur,Civil Engineering,AI,OBC-NCL,Female-only ,5456,6337
IIT  Madras,"Physics (5 Years, Bachelor of Science and Master of Science (Dual Degree))",AI,OBC-NCL,Female-only ,5459,5459
IIT  Kharagpur,Metallurgical and Materials Engineering,AI,OPEN,Gender-Neutral,5472,7104
IIT  Madras,Aerospace Engineering,AI,OPEN,Female-only ,5475,6845
IIT  BHU,"Pharmaceutical Engineering & Technology (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OBC-NCL,Gender-Neutral,5488,5622
IIT  Kharagpur,Biotechnology and Biochemical Engineering,AI,OPEN,Gender-Neutral,5505,7972
IIT  Kharagpur,Agricultural and Food Engineering,AI,OPEN,Gender-Neutral,5515,10770
IIT  Madras,Biological Engineering,AI,OBC-NCL,Female-only ,5526,6929
IIT  Indore,Mechanical Engineering,AI,OBC-NCL,Female-only ,5542,6402
IIT  (ISM) Dhanbad,Computer Science and Engineering,AI,OPEN,Female-only ,5560,8682
IIT  BHU,Mechanical Engineering,AI,OBC-NCL,Female-only ,5585,6731
IIT  Guwahati,Chemical Engineering,AI,OBC-NCL,Female-only ,5621,6011
IIT  Bombay,"Chemistry (4 Years, Bachelor of Science)",AI,OPEN,Gender-Neutral,5629,7430
IIT  Delhi,Energy Engineering,AI,OPEN,Female-only ,5632,6523
IIT  Bhilai,Materials Science and Metallurgical Engineering,AI,OBC-NCL,Gender-Neutral,5647,5810
IIT  Madras,Naval Architecture and Ocean Engineering,AI,OBC-NCL,Female-only ,5654,6778
IIT  Jodhpur,Computer Science and Engineering,AI,OPEN,Female-only ,5655,7457
IIT  Indore,Space Sciences and Engineering,AI,OPEN,Gender-Neutral,5666,6640
IIT  Bombay,Environmental Science and Engineering,AI,OBC-NCL,Female-only ,5701,5973
IIT  Jodhpur,"Chemistry with Specialization (4 Years, Bachelor of Science)",AI,OBC-NCL,Gender-Neutral,5713,6013
IIT  BHU,Chemical Engineering,AI,OPEN,Gender-Neutral,5715,7757
IIT  Delhi,Textile Technology,AI,OBC-NCL,Female-only ,5730,7737
IIT  Tirupati,Computer Science and Engineering,AI,OPEN,Female-only ,5737,6324
IIT  Delhi,Biotechnology and Biochemical Engineering,AI,OBC-NCL,Female-only ,5747,7010
IIT  Hyderabad,Civil Engineering,AI,OBC-NCL,Female-only ,5762,6223
IIT  Indore,Engineering Physics,AI,OPEN,Gender-Neutral,5765,7612
IIT  BHU,Electronics Engineering,AI,OPEN,Female-only ,5767,6986
IIT  (ISM) Dhanbad,"Applied Geophysics (5 Years, Integrated Master of Technology)",AI,OBC-NCL,Gender-Neutral,5779,5890
IIT  Gandhinagar,"Electrical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OBC-NCL,Female-only ,5783,5783
IIT  Kanpur,"Economics (4 Years, Bachelor of Science)",AI,OPEN,Female-only ,5790,6326
IIT  Indore,Space Sciences and Engineering,AI,OBC-NCL,Female-only ,5795,5795
IIT  Bhilai,Data Science and Artificial Intelligence,AI,OBC-NCL,Female-only ,5797,5994
IIT  Mandi,"BS in Chemical Sciences (4 Years, Bachelor of Science)",AI,OBC-NCL,Gender-Neutral,5803,6034
IIT  Dharwad,Electronics and Communication Engineering,AI,OBC-NCL,Female-only ,5820,6982
IIT  Delhi,Materials Engineering,AI,OBC-NCL,Female-only ,5821,6222
IIT  Patna,Electrical and Electronics Engineering,AI,OBC-NCL,Female-only ,5822,6649
IIT  Jammu,Materials Engineering,AI,OBC-NCL,Gender-Neutral,5856,6032
IIT  Patna,Electrical and Electronics Engineering,AI,OPEN,Gender-Neutral,5868,6873
IIT  Guwahati,Civil Engineering,AI,OPEN,Gender-Neutral,5869,7670
IIT  Roorkee,Biosciences and Bioengineering,AI,OPEN,Gender-Neutral,5871,7286
IIT  Patna,"B.Tech (Electrical and Electronics Engineering) - MBA (IIM Bodh Gaya) (5 Years, Bachelor of Technology and MBA (Dual Degree))",AI,OPEN,Gender-Neutral,5875,7575
IIT  Bhubaneswar,Electrical Engineering,AI,OBC-NCL,Female-only ,5899,6611
IIT  Dharwad,"Interdisciplinary Sciences (5 Years, Bachelor of Science and Master of Science (Dual Degree))",AI,OBC-NCL,Gender-Neutral,5925,6185
IIT  Kharagpur,Manufacturing Science and Engineering,AI,OBC-NCL,Female-only ,5944,6497
IIT  Roorkee,Production and Industrial Engineering,AI,OBC-NCL,Female-only ,5993,6543
IIT  Hyderabad,Biotechnology and Bioinformatics,AI,OPEN,Gender-Neutral,6015,8524
IIT  Roorkee,Civil Engineering,AI,OBC-NCL,Female-only ,6018,7570
IIT  Roorkee,"Physics (5 Years, Bachelor of Science and Master of Science (Dual Degree))",AI,OPEN,Gender-Neutral,6021,9079
IIT  BHU,Chemical Engineering,AI,OBC-NCL,Female-only ,6033,7414
IIT  Bhilai,Data Science and Artificial Intelligence,AI,OPEN,Gender-Neutral,6043,7570
IIT  Mandi,Computer Science and Engineering,AI,OPEN,Female-only ,6049,6725
IIT  Patna,"B. Tech. (ECE) -M. Tech. in VLSI (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",AI,OPEN,Gender-Neutral,6068,6253
IIT  Bhilai,Electronics and Communication Engineering,AI,OBC-NCL,Female-only ,6070,7148
IIT  Jodhpur,Electrical Engineering,AI,OBC-NCL,Female-only ,6084,6785
IIT  Guwahati,Chemical Science and Technology,AI,OBC-NCL,Female-only ,6121,6918
IIT  Roorkee,Metallurgical and Materials Engineering,AI,OPEN,Gender-Neutral,6173,7051
IIT  BHU,"Engineering Physics (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OPEN,Gender-Neutral,6196,7764
IIT  Guwahati,Civil Engineering,AI,OBC-NCL,Female-only ,6204,7488
IIT  Ropar,Electrical Engineering,AI,OPEN,Female-only ,6205,12038
IIT  Kanpur,"Physics (4 Years, Bachelor of Science)",AI,OBC-NCL,Female-only ,6209,7080
IIT  Tirupati,Electrical Engineering,AI,OPEN,Gender-Neutral,6236,8816
IIT  Palakkad,Data Science and Engineering,AI,OPEN,Gender-Neutral,6267,8084
IIT  Patna,"B.Tech. in Electronics and Communication Engineering and M.Tech. in Communication Systems (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OPEN,Gender-Neutral,6287,6660
IIT  Roorkee,Energy Engineering,AI,OBC-NCL,Female-only ,6329,6329
IIT  Bombay,Civil Engineering,AI,OPEN,Female-only ,6334,8833
IIT  Patna,"B.Tech (Mathematics and Computing) - MBA in Digital Business Management (IIM Bodh Gaya) (5 Years, Bachelor of Technology and MBA (Dual Degree))",AI,OBC-NCL,Female-only ,6341,6341
IIT  Mandi,B.Tech in Microelectronics & VLSI,AI,OBC-NCL,Female-only ,6343,6353
IIT  Gandhinagar,Chemical Engineering,AI,OPEN,Gender-Neutral,6353,8269
IIT  Patna,Mechanical Engineering,AI,OBC-NCL,Female-only ,6356,8469
IIT  Kharagpur,Instrumentation Engineering,AI,OPEN,Female-only ,6373,6582
IIT  Kanpur,Materials Science and Engineering,AI,OBC-NCL,Female-only ,6390,7187
IIT  BHU,Electrical Engineering,AI,OPEN,Female-only ,6391,10177
IIT  Gandhinagar,Electrical Engineering,AI,OPEN,Female-only ,6395,8494
IIT  Roorkee,"Geophysical Technology (5 Years, Integrated Master of Technology)",AI,OPEN,Gender-Neutral,6436,9210
IIT  Kanpur,Mechanical Engineering,AI,OPEN,Female-only ,6470,8298
IIT  Kharagpur,"Architecture (5 Years, Bachelor of Architecture)",AI,OBC-NCL,Gender-Neutral,6513,7772
IIT  Kharagpur,Biotechnology and Biochemical Engineering,AI,OBC-NCL,Female-only ,6514,7866
IIT  Roorkee,Engineering Physics,AI,OBC-NCL,Female-only ,6528,6911
IIT  Jammu,Mathematics and Computing,AI,OPEN,Gender-Neutral,6555,7956
IIT  Kanpur,Biological Sciences and Bioengineering,AI,OBC-NCL,Female-only ,6561,7371
IIT  Hyderabad,Biomedical Engineering,AI,OPEN,Gender-Neutral,6579,8493
IIT  Gandhinagar,"Mechanical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OPEN,Gender-Neutral,6581,7422
IIT  Guwahati,Energy Engineering,AI,OBC-NCL,Female-only ,6588,6588
IIT  Indore,Civil Engineering,AI,OBC-NCL,Female-only ,6590,7849
IIT  BHU,"Mechanical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OBC-NCL,Female-only ,6603,6772
IIT  Dharwad,Mathematics and Computing,AI,OBC-NCL,Female-only ,6616,6867
IIT  Delhi,"Chemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OPEN,Female-only ,6656,6847
IIT  Hyderabad,Biotechnology and Bioinformatics,AI,OBC-NCL,Female-only ,6673,6673
IIT  BHU,"Mechanical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OPEN,Gender-Neutral,6689,7497
IIT  Gandhinagar,Chemical Engineering,AI,OBC-NCL,Female-only ,6706,7934
IIT  Patna,Artificial Intelligence and Data Science,AI,OPEN,Female-only ,6711,9272
IIT  Indore,Chemical Engineering,AI,OBC-NCL,Female-only ,6714,6965
IIT  Madras,Chemical Engineering,AI,OPEN,Female-only ,6727,9068
IIT  Roorkee,Engineering Physics,AI,OPEN,Female-only ,6739,10019
IIT  Mandi,Electrical Engineering,AI,OBC-NCL,Female-only ,6754,7019
IIT  Kharagpur,"Economics (4 Years, Bachelor of Science)",AI,OPEN,Female-only ,6763,10746
IIT  Kharagpur,Mechanical Engineering,AI,OPEN,Female-only ,6783,10732
IIT  Roorkee,Chemical Engineering,AI,OPEN,Female-only ,6799,10941
IIT  Gandhinagar,Mechanical Engineering,AI,OBC-NCL,Female-only ,6809,7095
IIT  Madras,"Engineering Design (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OPEN,Female-only ,6825,8939
IIT  Kharagpur,Metallurgical and Materials Engineering,AI,OBC-NCL,Female-only ,6844,7423
IIT  Delhi,Civil Engineering,AI,OPEN,Female-only ,6862,9424
IIT  Bombay,Metallurgical Engineering and Materials Science,AI,OPEN,Female-only ,6870,8491
IIT  Patna,"BS in Economics with MBA (IIM Bodh Gaya) (5 Years, Bachelor of Science and MBA (Dual Degree))",AI,OPEN,Gender-Neutral,6885,9961
IIT  Patna,"B.Tech (Electronics and Communication Engineering) - MBA in Hospital and Healthcare Management (IIM Bodh Gaya) (5 Years, Bachelor of Technology and MBA (Dual Degree))",AI,OPEN,Gender-Neutral,6895,7070
IIT  Patna,"B. Tech. (ECE) -M. Tech. in VLSI (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",AI,OBC-NCL,Female-only ,6902,6902
IIT  Ropar,Mechanical Engineering,AI,OPEN,Gender-Neutral,6919,8636
IIT  Tirupati,Chemical Engineering,AI,OBC-NCL,Female-only ,6944,8251
IIT  Mandi,Mechanical Engineering,AI,OPEN,Gender-Neutral,6947,9734
IIT  (ISM) Dhanbad,Mechanical Engineering,AI,OBC-NCL,Female-only ,6948,7762
IIT  Kanpur,Aerospace Engineering,AI,OPEN,Female-only ,6950,10186
IIT  Madras,"Biological Science (4 Years, Bachelor of Science)",AI,OBC-NCL,Female-only ,6950,7692
IIT  Palakkad,Electrical Engineering,AI,OBC-NCL,Female-only ,6969,7181
IIT  Jodhpur,Mechanical Engineering,AI,OPEN,Gender-Neutral,6984,9488
IIT  Ropar,Mechanical Engineering,AI,OBC-NCL,Female-only ,7008,8395
IIT  Guwahati,Mechanical Engineering,AI,OPEN,Female-only ,7018,12046
IIT  Bhubaneswar,Mechanical Engineering,AI,OBC-NCL,Female-only ,7053,7801
IIT  Hyderabad,Civil Engineering,AI,OPEN,Gender-Neutral,7053,7898
IIT  Madras,"Physics (5 Years, Bachelor of Science and Master of Science (Dual Degree))",AI,OPEN,Female-only ,7069,7069
IIT  Ropar,Artificial Intelligence and Data Engineering,AI,OPEN,Female-only ,7074,8412
IIT  Indore,Chemical Engineering,AI,OPEN,Gender-Neutral,7109,7913
IIT  Bhilai,Electrical Engineering,AI,OBC-NCL,Female-only ,7109,8020
IIT  Mandi,Data Science and Engineering,AI,OPEN,Female-only ,7110,9188
IIT  Kanpur,Chemical Engineering,AI,OPEN,Female-only ,7129,9528
IIT  Gandhinagar,"Mechanical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OBC-NCL,Female-only ,7139,7139
IIT  BHU,"Civil Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OBC-NCL,Female-only ,7141,8759
IIT  Patna,"B. Tech. (EEE)-M. Tech. in (Power &. Control) (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",AI,OBC-NCL,Female-only ,7167,7167
IIT  Jammu,Mathematics and Computing,AI,OBC-NCL,Female-only ,7179,7240
IIT  Kanpur,"Earth Sciences (4 Years, Bachelor of Science)",AI,OPEN,Gender-Neutral,7210,10058
IIT  Kharagpur,Industrial and Systems Engineering,AI,OPEN,Female-only ,7214,10726
IIT  (ISM) Dhanbad,Petroleum Engineering,AI,OBC-NCL,Female-only ,7219,8736
IIT  Gandhinagar,Integrated Circuit Design & Technology,AI,OPEN,Female-only ,7247,7281
IIT  Patna,"B. Tech. (EEE)-M. Tech. in (Power &. Control) (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",AI,OPEN,Gender-Neutral,7254,7605
IIT  Dharwad,Electrical and Electronics Engineering,AI,OBC-NCL,Female-only ,7268,7297
IIT  Kanpur,"Chemistry (4 Years, Bachelor of Science)",AI,OPEN,Gender-Neutral,7317,10498
IIT  Delhi,Production and Industrial Engineering,AI,OPEN,Female-only ,7335,9018
IIT  Kharagpur,Ocean Engineering and Naval Architecture,AI,OBC-NCL,Female-only ,7362,8540
IIT  Goa,Electrical Engineering,AI,OBC-NCL,Female-only ,7365,7435
IIT  Tirupati,Mechanical Engineering,AI,OBC-NCL,Female-only ,7373,7833
IIT  Guwahati,Biosciences and Bioengineering,AI,OPEN,Gender-Neutral,7410,9178
IIT  Roorkee,Metallurgical and Materials Engineering,AI,OBC-NCL,Female-only ,7420,7844
IIT  Jammu,Electrical Engineering,AI,OBC-NCL,Female-only ,7429,7775
IIT  Kharagpur,Mining Engineering,AI,OPEN,Gender-Neutral,7431,10218
IIT  Bhubaneswar,Civil Engineering,AI,OBC-NCL,Female-only ,7450,8720
IIT  Mandi,B.Tech in Mathematics and Computing,AI,OPEN,Female-only ,7453,7886
IIT  Patna,"B.Tech (Mechanical Engineering) - MBA (IIM Mumbai) (5 Years, Bachelor of Technology and MBA (Dual Degree))",AI,OBC-NCL,Female-only ,7457,7457
IIT  BHU,Civil Engineering,AI,OBC-NCL,Female-only ,7465,8011
IIT  Kanpur,"Physics (4 Years, Bachelor of Science)",AI,OPEN,Female-only ,7470,16084
IIT  Bhilai,Mechatronics Engineering,AI,OBC-NCL,Female-only ,7479,7479
IIT  Mandi,B.Tech in General Engineering,AI,OPEN,Gender-Neutral,7482,10842
IIT  Hyderabad,Mechanical Engineering,AI,OPEN,Female-only ,7527,10758
IIT  (ISM) Dhanbad,Chemical Engineering,AI,OBC-NCL,Female-only ,7539,8205
IIT  Hyderabad,Materials Science and Metallurgical Engineering,AI,OBC-NCL,Female-only ,7549,7564
IIT  Bombay,"Chemistry (4 Years, Bachelor of Science)",AI,OBC-NCL,Female-only ,7579,7754
IIT  Mandi,B.Tech in General Engineering,AI,OBC-NCL,Female-only ,7596,8700
IIT  Tirupati,Civil Engineering,AI,OBC-NCL,Female-only ,7602,8332
IIT  Dharwad,Mechanical Engineering,AI,OBC-NCL,Female-only ,7628,9014
IIT  BHU,"Architecture (5 Years, Bachelor of Architecture)",AI,OBC-NCL,Gender-Neutral,7644,8177
IIT  Roorkee,Mechanical Engineering,AI,OPEN,Female-only ,7668,10517
IIT  Palakkad,Mechanical Engineering,AI,OBC-NCL,Female-only ,7669,8130
IIT  (ISM) Dhanbad,Mechanical Engineering,AI,OPEN,Gender-Neutral,7675,9875
IIT  Roorkee,Biosciences and Bioengineering,AI,OBC-NCL,Female-only ,7685,8022
IIT  Tirupati,Electrical Engineering,AI,OPEN,Female-only ,7711,12402
IIT  BHU,Metallurgical Engineering,AI,OPEN,Gender-Neutral,7717,10740
IIT  Jammu,Electrical Engineering,AI,OPEN,Gender-Neutral,7727,10005
IIT  Patna,Mechanical Engineering,AI,OPEN,Gender-Neutral,7745,10647
IIT  Jodhpur,Artificial Intelligence and Data Science,AI,OPEN,Female-only ,7749,8194
IIT  Goa,Electrical Engineering,AI,OPEN,Gender-Neutral,7765,9603
IIT  Kanpur,"Earth Sciences (4 Years, Bachelor of Science)",AI,OBC-NCL,Female-only ,7778,8477
IIT  Madras,Civil Engineering,AI,OPEN,Female-only ,7794,12586
IIT  (ISM) Dhanbad,Petroleum Engineering,AI,OPEN,Gender-Neutral,7795,12310
IIT  Dharwad,Electrical and Electronics Engineering,AI,OPEN,Gender-Neutral,7796,9778
IIT  BHU,Civil Engineering,AI,OPEN,Gender-Neutral,7809,9339
IIT  Guwahati,Biosciences and Bioengineering,AI,OBC-NCL,Female-only ,7828,8486
IIT  Patna,"B.Tech (Mechanical Engineering) - MBA (IIM Mumbai) (5 Years, Bachelor of Technology and MBA (Dual Degree))",AI,OPEN,Gender-Neutral,7840,9445
IIT  (ISM) Dhanbad,Civil Engineering,AI,OBC-NCL,Female-only ,7843,8938
IIT  Kharagpur,"Physics (4 Years, Bachelor of Science)",AI,OBC-NCL,Female-only ,7850,8776
IIT  Kanpur,"Chemistry (4 Years, Bachelor of Science)",AI,OBC-NCL,Female-only ,7860,8578
IIT  Kharagpur,"Chemistry (4 Years, Bachelor of Science)",AI,OPEN,Gender-Neutral,7869,12488
IIT  Kharagpur,Ocean Engineering and Naval Architecture,AI,OPEN,Gender-Neutral,7876,9098
IIT  Bhubaneswar,Mechanical Engineering,AI,OPEN,Gender-Neutral,7881,10233
IIT  (ISM) Dhanbad,Chemical Engineering,AI,OPEN,Gender-Neutral,7882,11398
IIT  Hyderabad,Industrial Chemistry,AI,OBC-NCL,Female-only ,7981,7981
IIT  Roorkee,"Geological Technology (5 Years, Integrated Master of Technology)",AI,OPEN,Gender-Neutral,7985,9977
IIT  Bhilai,Electrical Engineering,AI,OPEN,Gender-Neutral,7987,10709
IIT  BHU,"Engineering Physics (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OBC-NCL,Female-only ,8040,8040
IIT  Jodhpur,Mechanical Engineering,AI,OBC-NCL,Female-only ,8042,8755
IIT  Roorkee,"Geophysical Technology (5 Years, Integrated Master of Technology)",AI,OBC-NCL,Female-only ,8044,8416
IIT  Roorkee,"Chemical Sciences (5 Years, Bachelor of Science and Master of Science (Dual Degree))",AI,OPEN,Gender-Neutral,8062,11647
IIT  Kharagpur,Mining Engineering,AI,OBC-NCL,Female-only ,8100,8519
IIT  BHU,Mining Engineering,AI,OBC-NCL,Female-only ,8101,9144
IIT  Gandhinagar,Civil Engineering,AI,OBC-NCL,Female-only ,8117,8173
IIT  Indore,Engineering Physics,AI,OBC-NCL,Female-only ,8144,8144
IIT  Ropar,Engineering Physics,AI,OPEN,Gender-Neutral,8158,9142
IIT  Gandhinagar,Materials Engineering,AI,OBC-NCL,Female-only ,8171,8171
IIT  Hyderabad,Industrial Chemistry,AI,OPEN,Gender-Neutral,8178,9551
IIT  Delhi,Biotechnology and Biochemical Engineering,AI,OPEN,Female-only ,8216,9733
IIT  Ropar,Civil Engineering,AI,OBC-NCL,Female-only ,8232,8904
IIT  Delhi,Materials Engineering,AI,OPEN,Female-only ,8280,9743
IIT  Kharagpur,Agricultural and Food Engineering,AI,OBC-NCL,Female-only ,8281,8557
IIT  Jodhpur,Chemical Engineering,AI,OBC-NCL,Female-only ,8291,8539
IIT  Jodhpur,Chemical Engineering,AI,OPEN,Gender-Neutral,8295,11036
IIT  Indore,Civil Engineering,AI,OPEN,Gender-Neutral,8296,9773
IIT  Indore,Metallurgical Engineering and Materials Science,AI,OPEN,Gender-Neutral,8299,10894
IIT  BHU,Metallurgical Engineering,AI,OBC-NCL,Female-only ,8302,8551
IIT  Palakkad,Computer Science and Engineering,AI,OPEN,Female-only ,8303,9127
IIT  Ropar,Chemical Engineering,AI,OBC-NCL,Female-only ,8316,8382
IIT  Roorkee,"Physics (5 Years, Bachelor of Science and Master of Science (Dual Degree))",AI,OBC-NCL,Female-only ,8317,8466
IIT  Indore,Metallurgical Engineering and Materials Science,AI,OBC-NCL,Female-only ,8322,8653
